analysis_version,probable_duplicate_group_id,tour,year,tourney_date,tourney_name_key,round,player_1_id,player_2_id,group_size,conflicting_recorded_winner,representative_rank,selected_representative,keep_one_selection_decision,base_rating_update_eligible,base_exclusion_reason,effective_rating_history_decision,source_file,source_row_number,match_id,winner_id,loser_id,canonical_table_mutated
rating-history-sensitivities-v1,4ae0c89e13973d1b334b2197065f3581172e381fffe001061d819f041bec0531,ATP,1970,1970-07-27,indianapolis,QF,100067,100128,2,False,1,True,selected_representative,True,,updates_state_under_keep_one,atp/atp_matches_1970.csv,1125,81f0b75d89533c72b774940b4bdf4665d06c82a7956510e1bf400e1e98399348,100128,100067,False
rating-history-sensitivities-v1,4ae0c89e13973d1b334b2197065f3581172e381fffe001061d819f041bec0531,ATP,1970,1970-07-27,indianapolis,QF,100067,100128,2,False,2,False,excluded_group_member,True,,excluded_by_keep_one,atp/atp_matches_1970.csv,2689,92526924f7e6eb35ef115df6f275679fe8b4cd874d4a37550c0b08cbdd450cce,100128,100067,False
rating-history-sensitivities-v1,7ec82bc9507fdf8db0bc288c298bffa9e7231201feaa74aa2b8a94b3f286cd2d,ATP,1970,1970-07-27,indianapolis,QF,100074,100105,2,False,1,True,selected_representative,True,,updates_state_under_keep_one,atp/atp_matches_1970.csv,1127,035c77b3677c4ceb8b6ad4e7d0f0aa31bac18ae04f11250ac30361bae0c44525,100074,100105,False
rating-history-sensitivities-v1,7ec82bc9507fdf8db0bc288c298bffa9e7231201feaa74aa2b8a94b3f286cd2d,ATP,1970,1970-07-27,indianapolis,QF,100074,100105,2,False,2,False,excluded_group_member,True,,excluded_by_keep_one,atp/atp_matches_1970.csv,2692,c2b36c79e9fef60cdec801b53b6ac07e8ff96fbb7a6a8071d8847882c6a7f1aa,100074,100105,False
rating-history-sensitivities-v1,f6373189d311d7a6fc762e529e0ef1648b5e37cd1463d74821fc89fb0e6cc3f5,ATP,1970,1970-07-27,indianapolis,QF,100078,100141,2,False,1,True,selected_representative,True,,updates_state_under_keep_one,atp/atp_matches_1970.csv,1126,68149edab5c2f4fd28385668941db2c089ec30582086ad56e830f9d181ef1e2f,100141,100078,False
rating-history-sensitivities-v1,f6373189d311d7a6fc762e529e0ef1648b5e37cd1463d74821fc89fb0e6cc3f5,ATP,1970,1970-07-27,indianapolis,QF,100078,100141,2,False,2,False,excluded_group_member,True,,excluded_by_keep_one,atp/atp_matches_1970.csv,2691,7f96d387f70eaef77297b79168e36d9fda4572c0cfaef5f6fc3e68a64b8abc81,100141,100078,False
rating-history-sensitivities-v1,6aeea85ceb646456c3ffe23045098fccfb2b4b7b426f599de1266642909c2390,ATP,1970,1970-07-27,indianapolis,QF,100115,100126,2,False,1,True,selected_representative,True,,updates_state_under_keep_one,atp/atp_matches_1970.csv,1128,1919b5c6261d8750a16d4319603b02d46d2bef84bc6bbff36d807132f6965307,100126,100115,False
rating-history-sensitivities-v1,6aeea85ceb646456c3ffe23045098fccfb2b4b7b426f599de1266642909c2390,ATP,1970,1970-07-27,indianapolis,QF,100115,100126,2,False,2,False,excluded_group_member,True,,excluded_by_keep_one,atp/atp_matches_1970.csv,2690,2d1f060f1a9fc314b8bf2c075332b9133e9664d417df43f259bddb9c4d82e34d,100126,100115,False
rating-history-sensitivities-v1,19eb7c0c1ae71999b3c522356dcf16620b100576ec053693f96d8c12dccbccee,ATP,1970,1970-07-27,indianapolis,R16,100035,100078,2,False,1,True,selected_representative,True,,updates_state_under_keep_one,atp/atp_matches_1970.csv,1119,f3963e080b20e1c7161ffc18251ef7c40017a9aaf6e89efbb523fd7c792ed22c,100078,100035,False
rating-history-sensitivities-v1,19eb7c0c1ae71999b3c522356dcf16620b100576ec053693f96d8c12dccbccee,ATP,1970,1970-07-27,indianapolis,R16,100035,100078,2,False,2,False,excluded_group_member,True,,excluded_by_keep_one,atp/atp_matches_1970.csv,2697,45e8b1aea73dbdb4d9099d1bd8af948907da5e0e85f4cf99d5bcd1e7f7d749f9,100078,100035,False
rating-history-sensitivities-v1,7231411101f98af340dc71b0be53af03eec7df450c0eddf2918500570a7da0d2,ATP,1970,1970-07-27,indianapolis,R16,100067,100088,2,False,1,True,selected_representative,True,,updates_state_under_keep_one,atp/atp_matches_1970.csv,1118,19ebf7321f9e89e1910b924d82573f1319a4ebeb44e4ad6d7a6a8b9625b1cebe,100067,100088,False
rating-history-sensitivities-v1,7231411101f98af340dc71b0be53af03eec7df450c0eddf2918500570a7da0d2,ATP,1970,1970-07-27,indianapolis,R16,100067,100088,2,False,2,False,excluded_group_member,True,,excluded_by_keep_one,atp/atp_matches_1970.csv,2700,2ef0036f6a2b218fec93b0c4153d034b73834519d433e8a7cd74db6f0fb14bb1,100067,100088,False
rating-history-sensitivities-v1,0332221388406573567503201cd69954ea3d3a66c7af98d1d1e2a99db1ab07ab,ATP,1970,1970-07-27,indianapolis,R16,100074,107309,2,False,1,True,selected_representative,True,,updates_state_under_keep_one,atp/atp_matches_1970.csv,1122,a14666fc1e3373b7fa354dce459d8bbbb5357054ddcff03b28ec948ae0127bf0,100074,107309,False
rating-history-sensitivities-v1,0332221388406573567503201cd69954ea3d3a66c7af98d1d1e2a99db1ab07ab,ATP,1970,1970-07-27,indianapolis,R16,100074,107309,2,False,2,False,excluded_group_member,True,,excluded_by_keep_one,atp/atp_matches_1970.csv,2698,43ef0039ed36d125e4343dfeaa97c10909370b958cc7dc9b36b2887ab4a4557d,100074,107309,False
rating-history-sensitivities-v1,d45720c62e59b036ca4c5a2d3452dd8adbd348484f635c4f013f54323dc6041a,ATP,1970,1970-07-27,indianapolis,R16,100101,100141,2,False,1,True,selected_representative,True,,updates_state_under_keep_one,atp/atp_matches_1970.csv,1120,fbf4ddaf965ec453c6a31c5fd567809b469879ed0e8383549b6a0440d005a6c1,100141,100101,False
rating-history-sensitivities-v1,d45720c62e59b036ca4c5a2d3452dd8adbd348484f635c4f013f54323dc6041a,ATP,1970,1970-07-27,indianapolis,R16,100101,100141,2,False,2,False,excluded_group_member,True,,excluded_by_keep_one,atp/atp_matches_1970.csv,2696,07b1f990a436d7e7a2b97688fb96af06f1bc3dec24396e0f9866bd07567067ce,100141,100101,False
rating-history-sensitivities-v1,98107319cc2348b6b5f62faa86d584a70c8ef91bb2fd43ea0e341970d057e449,ATP,1970,1970-07-27,indianapolis,R16,100105,100113,2,False,1,True,selected_representative,True,,updates_state_under_keep_one,atp/atp_matches_1970.csv,1121,e9893f0620e61903c02e34e833c48f35c12f96221c8d5911cdd7ead5aecc8e14,100105,100113,False
rating-history-sensitivities-v1,98107319cc2348b6b5f62faa86d584a70c8ef91bb2fd43ea0e341970d057e449,ATP,1970,1970-07-27,indianapolis,R16,100105,100113,2,False,2,False,excluded_group_member,True,,excluded_by_keep_one,atp/atp_matches_1970.csv,2695,c3fa690c6cb1d895818e69e98917c34b2084a5996109ac05a8afdc51d5e5947c,100105,100113,False
rating-history-sensitivities-v1,d95f7a47d7d457d24b17fc82c0a89b53c22ae4d7fdd17ff675b290fdabd36187,ATP,1970,1970-07-27,indianapolis,R16,100115,100119,2,False,1,True,selected_representative,True,,updates_state_under_keep_one,atp/atp_matches_1970.csv,1123,a16fba1bc5f38c4937eda9c6f2acd9996311bdf80d4c976dd9ae696e8f1c178d,100115,100119,False
rating-history-sensitivities-v1,d95f7a47d7d457d24b17fc82c0a89b53c22ae4d7fdd17ff675b290fdabd36187,ATP,1970,1970-07-27,indianapolis,R16,100115,100119,2,False,2,False,excluded_group_member,True,,excluded_by_keep_one,atp/atp_matches_1970.csv,2699,7423ecbfbff141814dff0f37d6f7f65bb5380f38d220ede5bc42e47237b9c754,100115,100119,False
rating-history-sensitivities-v1,582c15c3135dd767d8a46941ce39bbb87249d4edac93ed3579147b69d3d3c85c,ATP,1970,1970-07-27,indianapolis,R16,100117,100128,2,False,1,True,selected_representative,True,,updates_state_under_keep_one,atp/atp_matches_1970.csv,1117,1aca596f86086aaad90acfac331e5fc79764cb07c941edd8bcd70bd39fe14a01,100128,100117,False
rating-history-sensitivities-v1,582c15c3135dd767d8a46941ce39bbb87249d4edac93ed3579147b69d3d3c85c,ATP,1970,1970-07-27,indianapolis,R16,100117,100128,2,False,2,False,excluded_group_member,True,,excluded_by_keep_one,atp/atp_matches_1970.csv,2693,96157ad0f6cf74a2d51b059e670eb99379c2bad65300b49442c5d31eb8bba2a7,100128,100117,False
rating-history-sensitivities-v1,7af7a1b807d63f39e2c61e19024ef212b4ed5b39ca7b21de6356b00c16df2ec3,ATP,1970,1970-07-27,indianapolis,R16,100126,100162,2,False,1,True,selected_representative,True,,updates_state_under_keep_one,atp/atp_matches_1970.csv,1124,f24b7bd5a186cbbb8e6ee250c6fe338b2f508e2e69ed4ecca1ce1b145036926b,100126,100162,False
rating-history-sensitivities-v1,7af7a1b807d63f39e2c61e19024ef212b4ed5b39ca7b21de6356b00c16df2ec3,ATP,1970,1970-07-27,indianapolis,R16,100126,100162,2,False,2,False,excluded_group_member,True,,excluded_by_keep_one,atp/atp_matches_1970.csv,2694,6b01a88aba33bd6fcc57f59517dafd6c347bcfd3affb521b3b529b3485556f28,100126,100162,False
rating-history-sensitivities-v1,d96af6876dfdc12a01f5239b1ee34d3c7312ebf52c2b7ce52c2ddd6fe03ad977,ATP,1970,1970-07-27,indianapolis,R32,100035,100049,2,False,1,True,selected_representative,True,,updates_state_under_keep_one,atp/atp_matches_1970.csv,1106,9d94fa7b49dc167d3042c5d8951dcf780e429e0672e4209e988a58a095a945bb,100035,100049,False
rating-history-sensitivities-v1,d96af6876dfdc12a01f5239b1ee34d3c7312ebf52c2b7ce52c2ddd6fe03ad977,ATP,1970,1970-07-27,indianapolis,R32,100035,100049,2,False,2,False,excluded_group_member,True,,excluded_by_keep_one,atp/atp_matches_1970.csv,2716,13d4ee6fe455864d65ee69ddd05a798554a6ff02bfcbf4a82a8b7b32259948ef,100035,100049,False
rating-history-sensitivities-v1,1514bdd9e3d88bf8bc00ecc3177f1d960ca36c0a17ac149dd8bb9197241a0cf1,ATP,1970,1970-07-27,indianapolis,R32,100040,100162,2,False,1,True,selected_representative,True,,updates_state_under_keep_one,atp/atp_matches_1970.csv,1115,7a8744093f24dc8e7414c69729ab8ccd91373f22d89837b28e1b5b0f0ec977f3,100162,100040,False
rating-history-sensitivities-v1,1514bdd9e3d88bf8bc00ecc3177f1d960ca36c0a17ac149dd8bb9197241a0cf1,ATP,1970,1970-07-27,indianapolis,R32,100040,100162,2,False,2,False,excluded_group_member,True,,excluded_by_keep_one,atp/atp_matches_1970.csv,2711,30ca7653114c245810c1615f6e75b060948a9c7f32e442a7ae1010e72e6a7034,100162,100040,False
rating-history-sensitivities-v1,7ef757fed20a43431dba4900f30759ead1b913fc0ab9a96e74510a7cbc5c21f5,ATP,1970,1970-07-27,indianapolis,R32,100047,100067,2,False,1,True,selected_representative,True,,updates_state_under_keep_one,atp/atp_matches_1970.csv,1104,2b0fcdaece0819463a4dad096047ab0d3f62ab1cc937685195f07ae7302edbf7,100067,100047,False
rating-history-sensitivities-v1,7ef757fed20a43431dba4900f30759ead1b913fc0ab9a96e74510a7cbc5c21f5,ATP,1970,1970-07-27,indianapolis,R32,100047,100067,2,False,2,False,excluded_group_member,True,,excluded_by_keep_one,atp/atp_matches_1970.csv,2708,963c788328fadecb1e51467c5b5e7a2316d006cfc043f8277a4d3209229b33dd,100067,100047,False
rating-history-sensitivities-v1,1f9fba31085319b12aa67ecac50f4d97f3cc8cdd42f914893807d4b3649fe68b,ATP,1970,1970-07-27,indianapolis,R32,100066,107309,2,False,1,True,selected_representative,True,,updates_state_under_keep_one,atp/atp_matches_1970.csv,1111,fd50b31c3012c2c536c529a5997d05d70f3e731d3ef19e71f3128027134ae915,107309,100066,False
rating-history-sensitivities-v1,1f9fba31085319b12aa67ecac50f4d97f3cc8cdd42f914893807d4b3649fe68b,ATP,1970,1970-07-27,indianapolis,R32,100066,107309,2,False,2,False,excluded_group_member,True,,excluded_by_keep_one,atp/atp_matches_1970.csv,2713,bd5c91c3c8d50bc69db639d44fdbfb62b2a3609ae0ff247a9aa93b2fbc230bd1,107309,100066,False
rating-history-sensitivities-v1,6bf47c395a65e49350ab3c80e2a1985650ee27abe3ab19645bd6cae22aed09f7,ATP,1970,1970-07-27,indianapolis,R32,100074,100110,2,False,1,True,selected_representative,True,,updates_state_under_keep_one,atp/atp_matches_1970.csv,1112,33ce60ea8def6d23132f03892e94112cbc3509eda09531797e6cbe48b05919df,100074,100110,False
rating-history-sensitivities-v1,6bf47c395a65e49350ab3c80e2a1985650ee27abe3ab19645bd6cae22aed09f7,ATP,1970,1970-07-27,indianapolis,R32,100074,100110,2,False,2,False,excluded_group_member,True,,excluded_by_keep_one,atp/atp_matches_1970.csv,2706,ae844b9e886d8dcc2a35abffdeb947be365fbc405ba4aa5e3732acd1682af916,100074,100110,False
rating-history-sensitivities-v1,271115ddebcd20926225d19208604530a6063ad7ac704df406ea475935983116,ATP,1970,1970-07-27,indianapolis,R32,100078,100135,2,False,1,True,selected_representative,True,,updates_state_under_keep_one,atp/atp_matches_1970.csv,1105,77dede466fc80f186546177232a6b7de3e5c5fc64555853268f085a7ebc42042,100078,100135,False
rating-history-sensitivities-v1,271115ddebcd20926225d19208604530a6063ad7ac704df406ea475935983116,ATP,1970,1970-07-27,indianapolis,R32,100078,100135,2,False,2,False,excluded_group_member,True,,excluded_by_keep_one,atp/atp_matches_1970.csv,2705,a041554d682bc87e6b534469da36d056da54d9cd5268b075eefcfca6e6e86bd1,100078,100135,False
rating-history-sensitivities-v1,0abfda6871c4e3b024575d8c7035c6383707554687830ec0a9048dc2c635eeea,ATP,1970,1970-07-27,indianapolis,R32,100081,100105,2,False,1,True,selected_representative,True,,updates_state_under_keep_one,atp/atp_matches_1970.csv,1110,ec807052e0e221966081019978e13ec24dc62846c3dbad35e9025d9c8b7e24c6,100105,100081,False
rating-history-sensitivities-v1,0abfda6871c4e3b024575d8c7035c6383707554687830ec0a9048dc2c635eeea,ATP,1970,1970-07-27,indianapolis,R32,100081,100105,2,False,2,False,excluded_group_member,True,,excluded_by_keep_one,atp/atp_matches_1970.csv,2715,60234665e1678128589986c58ece90893ffe109f0a1f785560b6e17806716237,100105,100081,False
rating-history-sensitivities-v1,9513f48fc9960832913453da6ff930ca731f5f3b83a17150bdaa8e82b7db5e0c,ATP,1970,1970-07-27,indianapolis,R32,100083,100117,2,False,1,True,selected_representative,True,,updates_state_under_keep_one,atp/atp_matches_1970.csv,1102,c5d299559a078ea0679d7e91699a21cc51693371df1915fadc818c0534ba8456,100117,100083,False
rating-history-sensitivities-v1,9513f48fc9960832913453da6ff930ca731f5f3b83a17150bdaa8e82b7db5e0c,ATP,1970,1970-07-27,indianapolis,R32,100083,100117,2,False,2,False,excluded_group_member,True,,excluded_by_keep_one,atp/atp_matches_1970.csv,2714,f563ff07443f536b6fab750311e4d1f7331295d7861273ad287a6b0fa6e6b5f8,100117,100083,False
rating-history-sensitivities-v1,6095994410a6d85ea3de747f544fc6348e285bd8671e422bb75f6d3517b3f750,ATP,1970,1970-07-27,indianapolis,R32,100088,117315,2,False,1,True,selected_representative,True,,updates_state_under_keep_one,atp/atp_matches_1970.csv,1103,a00b62bf1ccd78a777a86a066bb0e83b9e834ffb3580950d0861698f64298962,100088,117315,False
rating-history-sensitivities-v1,6095994410a6d85ea3de747f544fc6348e285bd8671e422bb75f6d3517b3f750,ATP,1970,1970-07-27,indianapolis,R32,100088,117315,2,False,2,False,excluded_group_member,True,,excluded_by_keep_one,atp/atp_matches_1970.csv,2710,85f29652cf3481c9cf689a3c024fe4985c97bf2370137a6f7f4cc44c679286dc,100088,117315,False
rating-history-sensitivities-v1,aeb87297f6369288c1b2eee77a61850ebd4b7ec46d4f8c05eeac5f4f77ece0b4,ATP,1970,1970-07-27,indianapolis,R32,100101,109927,2,False,1,True,selected_representative,True,,updates_state_under_keep_one,atp/atp_matches_1970.csv,1107,b111faf9855a81ba61e87e8c2f0870c1ad67ea9d82e25aca0f4711e932053aed,100101,109927,False
rating-history-sensitivities-v1,aeb87297f6369288c1b2eee77a61850ebd4b7ec46d4f8c05eeac5f4f77ece0b4,ATP,1970,1970-07-27,indianapolis,R32,100101,109927,2,False,2,False,excluded_group_member,True,,excluded_by_keep_one,atp/atp_matches_1970.csv,2709,0f55f49de32c7d3698e61e40512f338e3ceacfd9d4c9f4d19721549f451d29a4,100101,109927,False
rating-history-sensitivities-v1,62aa7d49c5c20fce77da11a7b5785ac80d72d85c6096b2ecfe78f479ddfee797,ATP,1970,1970-07-27,indianapolis,R32,100111,100126,2,False,1,True,selected_representative,True,,updates_state_under_keep_one,atp/atp_matches_1970.csv,1116,6edd0268bf76dafaf5bd1bd056f105b4406375595b7fdd8fddb05b3a08eb0449,100126,100111,False
rating-history-sensitivities-v1,62aa7d49c5c20fce77da11a7b5785ac80d72d85c6096b2ecfe78f479ddfee797,ATP,1970,1970-07-27,indianapolis,R32,100111,100126,2,False,2,False,excluded_group_member,True,,excluded_by_keep_one,atp/atp_matches_1970.csv,2702,8625065bb0e179ec1563913716fb0a799985b2147dc8bf26ccf1ba0f2a65bdaf,100126,100111,False
rating-history-sensitivities-v1,1ab5f49a4539c9e2530150d47e9cf761858f2fee40a3fb3f59000200af1896ef,ATP,1970,1970-07-27,indianapolis,R32,100113,100229,2,False,1,True,selected_representative,True,,updates_state_under_keep_one,atp/atp_matches_1970.csv,1109,e511ecb49a372411dbd0c6ffe8582a70026632bea3daa1d4fd4ad346af75af78,100113,100229,False
rating-history-sensitivities-v1,1ab5f49a4539c9e2530150d47e9cf761858f2fee40a3fb3f59000200af1896ef,ATP,1970,1970-07-27,indianapolis,R32,100113,100229,2,False,2,False,excluded_group_member,True,,excluded_by_keep_one,atp/atp_matches_1970.csv,2703,82eb0e4dffe9e9f37d36a738d8c4446e64892111110a1b234af02edad787a228,100113,100229,False
rating-history-sensitivities-v1,97791223f2d5af1c519f94d218c68fcaa77c587925a73ddb463d77b1f5b8ab51,ATP,1970,1970-07-27,indianapolis,R32,100114,100128,2,False,1,True,selected_representative,True,,updates_state_under_keep_one,atp/atp_matches_1970.csv,1101,2a60c5fb9c4606eee549961b8787b125ced3b40e7cd59f6d52d2216da6e34fff,100128,100114,False
rating-history-sensitivities-v1,97791223f2d5af1c519f94d218c68fcaa77c587925a73ddb463d77b1f5b8ab51,ATP,1970,1970-07-27,indianapolis,R32,100114,100128,2,False,2,False,excluded_group_member,True,,excluded_by_keep_one,atp/atp_matches_1970.csv,2701,8cd81531a0fa542b39cafd161a69874a3eb6a3e7fdad7956c346ca5146c9defe,100128,100114,False
rating-history-sensitivities-v1,1a799f37346e8be8b07a967b0c2a65350e95e3f4c36556936a10818c604fa388,ATP,1970,1970-07-27,indianapolis,R32,100115,107799,2,False,1,True,selected_representative,True,,updates_state_under_keep_one,atp/atp_matches_1970.csv,1114,754d998fe7b51187fefb1e18105156a618175d12fc057a2ccfbf61062de0c1b3,100115,107799,False
rating-history-sensitivities-v1,1a799f37346e8be8b07a967b0c2a65350e95e3f4c36556936a10818c604fa388,ATP,1970,1970-07-27,indianapolis,R32,100115,107799,2,False,2,False,excluded_group_member,True,,excluded_by_keep_one,atp/atp_matches_1970.csv,2712,f077a0e97ad32ebd8c4670cfa79f46a0b4e0dd41a25fb8b5478bcf7b9f50ad55,100115,107799,False
rating-history-sensitivities-v1,15782d4463beb6c945d7245f945b0ebfcfbc7aeb91dc0414b9ebe4a56a0dcb2b,ATP,1970,1970-07-27,indianapolis,R32,100119,100147,2,False,1,True,selected_representative,True,,updates_state_under_keep_one,atp/atp_matches_1970.csv,1113,3d3322762d069f9066c0c769c40fa361338e602733feab5a942d0e6025727c5d,100119,100147,False
rating-history-sensitivities-v1,15782d4463beb6c945d7245f945b0ebfcfbc7aeb91dc0414b9ebe4a56a0dcb2b,ATP,1970,1970-07-27,indianapolis,R32,100119,100147,2,False,2,False,excluded_group_member,True,,excluded_by_keep_one,atp/atp_matches_1970.csv,2707,51d2c786d39fbe66ea27418c8a80b8138a1dcf4771c3fadb609f512ba07f9c4e,100119,100147,False
rating-history-sensitivities-v1,4311422e5e3f4524edf8dfac87f385cc1ec4db2b7fa458dd6152bc71eabd20d0,ATP,1970,1970-07-27,indianapolis,R32,100141,109835,2,False,1,True,selected_representative,True,,updates_state_under_keep_one,atp/atp_matches_1970.csv,1108,90cf7f19c9daa830c64c9c1ddc2703d63d3802920ca093bcd7ba8e63d5698a90,100141,109835,False
rating-history-sensitivities-v1,4311422e5e3f4524edf8dfac87f385cc1ec4db2b7fa458dd6152bc71eabd20d0,ATP,1970,1970-07-27,indianapolis,R32,100141,109835,2,False,2,False,excluded_group_member,True,,excluded_by_keep_one,atp/atp_matches_1970.csv,2704,423331569b73cac4647acf997e5c0aa6d3fb1e000458fb1a46e0c397ffac64af,100141,109835,False
rating-history-sensitivities-v1,8095b6b27201e02ae9526eb913776b9f9bfde013a945d55c16d37447f737cece,ATP,1970,1970-07-27,indianapolis,R64,100018,100067,2,False,1,True,selected_representative,True,,updates_state_under_keep_one,atp/atp_matches_1970.csv,1075,25017cb6406900be31e00bcfbf6db2639f39985ecaacf83a5f0b2e891b09459a,100067,100018,False
rating-history-sensitivities-v1,8095b6b27201e02ae9526eb913776b9f9bfde013a945d55c16d37447f737cece,ATP,1970,1970-07-27,indianapolis,R64,100018,100067,2,False,2,False,excluded_group_member,True,,excluded_by_keep_one,atp/atp_matches_1970.csv,2738,cf23d527d0b881cec87c0aa95e74d33c8e103672804e3cbb392c4429e40b1ad4,100067,100018,False
rating-history-sensitivities-v1,b26ea23020f678f292fb9e1d338aacebeca21bc82266b464d8a99c99ead8dea6,ATP,1970,1970-07-27,indianapolis,R64,100035,100155,2,False,1,True,selected_representative,True,,updates_state_under_keep_one,atp/atp_matches_1970.csv,1080,c68d640309b84a54c1dd9171a167060bb7a1b6d3a91db158feb773109c029028,100035,100155,False
rating-history-sensitivities-v1,b26ea23020f678f292fb9e1d338aacebeca21bc82266b464d8a99c99ead8dea6,ATP,1970,1970-07-27,indianapolis,R64,100035,100155,2,False,2,False,excluded_group_member,True,,excluded_by_keep_one,atp/atp_matches_1970.csv,2748,dcc22829d998993ddf30243b6a325754e127d13c55e36635237804baea414ffb,100035,100155,False
